text,label
intimidating a victim for the purpose of monetary gain,Extortion
pressured a bystander to pay hush money,Extortion
coerced a shopkeeper into transferring funds under duress,Extortion
banned demand of hush money,Extortion
extracted money through repeated threats of violence,Extortion
banned extortion,Extortion
threatened property damage in exchange for ransom,Extortion
improper demand of hush money,Extortion
extracted money through repeated threats of violence,Extortion
threatened public exposure of embarrassing details for money,Extortion
forced someone to hand over property through threats,Extortion
"plotting to commit a felony, extorting a person",Extortion
extorting a individual,Extortion
accused of using threats to obtain financial profit,Extortion
threatened property damage in exchange for ransom,Extortion
corporal extortion,Extortion
threatened public exposure of embarrassing details for money,Extortion
demanded payment from manager in exchange for withholding incriminating photos,Extortion
extracted money through repeated threats of violence,Extortion
extorting a manager,Extortion
attempting to extort,Extortion
pressured a employee to pay hush money,Extortion
"attempting to commit a felony, extorting a bystander",Extortion
arrested for using threats to obtain profit,Extortion
breaking and entering a car by a apartment,Burglary
indicted for burglary after breaking into main street and taking valuables,Burglary
broke into a house and stole a property,Burglary
attempted to pry open a locked door to steal property,Burglary
attempting to commit burglary,Burglary
forced entry into a building to take wallet,Burglary
illegally entered a business at night to steal merchandise,Burglary
"under suspicion of breaking and entering at town hall to commit theft, misdemeanor",Burglary
entered a house through a window to steal handbag,Burglary
"arrested for breaking and entering at school zone to commit theft, misdemeanor",Burglary
"burglarized a secure facility and took wallet, felony",Burglary
broke into a house and stole a valuables,Burglary
burglary incident involving forced entry through a locked door,Burglary
under suspicion of first-degree burglary after entering a commercial building,Burglary
entered a house through a window to steal valuables,Burglary
accused of entering a truck with intent to commit theft,Burglary
broke into a museum after hours and stole artifacts,Burglary
indicted for forcing entry into a car,Burglary
illegally entered a school building with intent to steal,Burglary
under suspicion of burglary after breaking into parking lot and taking valuables,Burglary
broke into a storage unit and took items without permission,Burglary
forced entry into a building to take wallet,Burglary
broke into a storage unit and took items without permission,Burglary
broke into a museum after hours and stole artifacts,Burglary
indicted for forcing entry into a means of conveyance,Burglary
wrongful entry into a building,Burglary
prohibited entry into a building,Burglary
"burglarized a secure facility and took electronics, felony",Burglary
burglary of a vehicle,Burglary
under suspicion of forcing entry into a vehicle,Burglary
indicted for forcing entry into a motorcycle,Burglary
indicted for breaking and entering,Burglary
charged with burglary,Burglary
"burglarized a secure facility and took handbag, felony",Burglary
burglary incident involving forced entry through a locked door,Burglary
accused of forcing entry into a motorcycle,Burglary
caught breaking into a private property to steal merchandise,Burglary
indicted for breaking and entering,Burglary
"burglarized a secure facility and took personal belongings, felony",Burglary
illegally entered a school building with intent to steal,Burglary
"under suspicion of a misdemeanor, second-degree burglary for entering a residence unlawfully",Burglary
illegally entered a business at night to steal merchandise,Burglary
under suspicion of forcing entry into a means of conveyance,Burglary
arrested for burglary after unauthorized entry into apartment,Burglary
